Country,Disease,Indicator,Year,Gender,Value
Côte d’Ivoire,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,269.1 [238.1-299]
Côte d’Ivoire,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,278.9 [245.1-312.5]
Côte d’Ivoire,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,258.5 [230.3-285.3]
Croatia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,86.45 [61.89-126]
Croatia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,90.51 [66.79-129.5]
Croatia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,82.66 [56.87-122.5]
Croatia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,35.45 [25.38-51.66]
Croatia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,48.42 [35.73-69.3]
Croatia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,25.17 [17.31-37.29]
Cuba,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,89.88 [49.74-173.9]
Cuba,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,94.94 [54.53-183.7]
Cuba,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,84.81 [45.06-166.7]
Cuba,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,49.52 [27.41-95.83]
Cuba,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,57.65 [33.12-111.6]
Cuba,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.13 [22.38-82.8]
Cyprus,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,32.65 [25.77-40.23]
Cyprus,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.92 [31.5-46.86]
Cyprus,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,26.36 [19.84-34.58]
Cyprus,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.09 [15.85-24.75]
Cyprus,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,28.01 [22.67-33.72]
Cyprus,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13.21 [9.94-17.34]
Czechia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,64.3 [48.66-88.32]
Czechia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,68.76 [53.71-91.9]
Czechia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,59.99 [42.68-84.02]
Czechia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,29.58 [22.39-40.63]
Czechia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,39.55 [30.89-52.87]
Czechia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,21.5 [15.29-30.1]
Democratic People's Republic of Korea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,230.9 [197.4-257.4]
Democratic People's Republic of Korea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,237.1 [195.6-271.7]
Democratic People's Republic of Korea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,225.1 [192.9-249.5]
Democratic People's Republic of Korea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,207.2 [177.2-230.9]
Democratic People's Republic of Korea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,287.5 [237.2-329.5]
Democratic People's Republic of Korea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,158.5 [135.8-175.6]
Democratic Republic of the Congo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,100.7 [90.27-109.8]
Democratic Republic of the Congo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,95.93 [85.57-105.3]
Democratic Republic of the Congo,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,105.4 [95.07-114.3]
Democratic Republic of the Congo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,163.9 [146.9-178.7]
Democratic Republic of the Congo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,159.7 [142.5-175.3]
Democratic Republic of the Congo,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,166 [149.8-180.1]
Denmark,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,30.37 [21.91-40.05]
Denmark,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,31.28 [23.23-40.61]
Denmark,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,29.46 [20.67-40.3]
Denmark,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.18 [9.51-17.38]
Denmark,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.83 [11.75-20.54]
Denmark,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.9 [7.65-14.91]
Djibouti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,98.98 [88.05-107.7]
Djibouti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,105.6 [93.89-115.9]
Djibouti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,92.33 [81.94-100.2]
Djibouti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,159 [141.5-173]
Djibouti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,176.8 [157.1-194]
Djibouti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,142.8 [126.7-155.1]
Dominican Republic,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,38.45 [30.3-47.25]
Dominican Republic,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,42.82 [34.15-52.2]
Dominican Republic,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,34.12 [26.55-42.52]
Dominican Republic,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,42.96 [33.86-52.79]
Dominican Republic,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,50.01 [39.88-60.96]
Dominican Republic,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,36.29 [28.24-45.23]
Ecuador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,22.38 [16.34-31.46]
Ecuador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,24.12 [17.92-33.26]
Ecuador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.63 [14.85-29.29]
Ecuador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,24.5 [17.89-34.45]
Ecuador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,28.77 [21.38-39.67]
Ecuador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,20.7 [14.9-29.39]
Egypt,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,73.26 [64.49-90.74]
Egypt,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,80.16 [70.69-98.07]
Egypt,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,66.2 [57.37-83.57]
Egypt,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,108.9 [95.88-134.9]
Egypt,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,130.4 [115-159.5]
Egypt,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,90.38 [78.33-114.1]
El Salvador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.42 [32.93-52.95]
El Salvador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,46.68 [36.49-58.18]
El Salvador,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.66 [29.54-49.11]
El Salvador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,41.85 [32.48-52.23]
El Salvador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,50.8 [39.71-63.31]
El Salvador,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,34.93 [26.69-44.38]
Equatorial Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,100.1 [74.63-120.3]
Equatorial Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,97.19 [73.2-117.2]
Equatorial Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,103.6 [76.57-124.5]
Equatorial Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,177.7 [132.5-213.7]
Equatorial Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,180.9 [136.2-218.1]
Equatorial Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,174.2 [128.7-209.4]
Eritrea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,95.47 [83.18-105.4]
Eritrea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,103.2 [90.33-115]
Eritrea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,87.7 [76.46-96.89]
Eritrea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,173.7 [151.3-191.8]
Eritrea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,200.9 [175.8-223.8]
Eritrea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,149.9 [130.7-165.7]
Estonia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,59.87 [34.2-103.5]
Estonia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,58.98 [36.08-101.5]
Estonia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,60.64 [32.12-106.3]
Estonia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,25 [14.28-43.21]
Estonia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.16 [22.12-62.25]
Estonia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,17.25 [9.14-30.25]
Eswatini,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,68.65 [58.07-78.5]
Eswatini,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,67.9 [56.46-79.02]
Eswatini,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,69.34 [59.2-78.72]
Eswatini,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,137 [115.8-156.6]
Eswatini,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,156.9 [130.5-182.6]
Eswatini,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,123.7 [105.6-140.4]
Ethiopia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,82.1 [74.82-88.98]
Ethiopia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,87.35 [78.64-95.19]
Ethiopia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,76.87 [70.19-82.99]
Ethiopia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,144.4 [131.6-156.5]
Ethiopia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,158.2 [142.4-172.4]
Ethiopia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,131.9 [120.4-142.4]
Fiji,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,76.15 [54.74-93.1]
Fiji,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,96.95 [70.37-119.3]
Fiji,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,54.69 [39.16-67.49]
Fiji,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,99.04 [71.19-121.1]
Fiji,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,130.7 [94.85-160.8]
Fiji,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,69.83 [50.01-86.17]
Finland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.68 [11.55-29.31]
Finland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.62 [13.51-29.13]
Finland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,16.79 [8.72-29.71]
Finland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.23 [4.47-11.35]
Finland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.98 [6.54-14.1]
Finland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.93 [2.56-8.72]
France,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,25.18 [18.94-33.4]
France,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,27.44 [20.87-34.59]
France,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,22.99 [16.61-32.58]
France,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.71 [7.31-12.89]
France,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.26 [10.09-16.72]
France,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.67 [4.82-9.45]
Gabon,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,50.56 [39.19-68.88]
Gabon,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,48.19 [37.46-65.96]
Gabon,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,53.06 [40.89-72.86]
Gabon,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,76.04 [58.95-103.6]
Gabon,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,79.12 [61.51-108.3]
Gabon,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,73.03 [56.28-100.3]
Gambia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,97.3 [88.63-105.6]
Gambia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,105.5 [94.91-115.2]
Gambia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,89.26 [81.3-96.6]
Gambia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,237 [215.9-257.2]
Gambia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,254.1 [228.6-277.4]
Gambia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,220.1 [200.5-238.3]
Georgia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,184 [133.4-241.8]
Georgia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,197.1 [146.1-253.8]
Georgia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,172 [122.3-230.4]
Georgia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,101.8 [73.81-133.8]
Georgia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,139.9 [103.7-180.1]
Georgia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,73.04 [51.93-97.84]
Germany,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,45.27 [33.81-58.53]
Germany,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,47.41 [36.61-59.11]
Germany,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,43.21 [30.2-58.76]
Germany,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,16 [11.95-20.68]
Germany,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,20.55 [15.87-25.62]
Germany,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.01 [8.4-16.34]
Ghana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,101.5 [91.14-111.9]
Ghana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,93.72 [82.43-104.7]
Ghana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,109 [98.54-119.4]
Ghana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,203.8 [183.1-224.8]
Ghana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,203 [178.5-226.7]
Ghana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,204.1 [184.4-223.5]
Greece,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,76.71 [52.92-159.2]
Greece,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,81.42 [58-168]
Greece,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,72.14 [47.2-150.8]
Greece,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,27.57 [19.02-57.21]
Greece,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.08 [25.7-74.43]
Greece,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.88 [13-41.54]
Grenada,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,43.89 [35.66-55.97]
Grenada,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,41.55 [34.38-51.14]
Grenada,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,46.25 [36.6-60.22]
Grenada,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,45.29 [36.79-57.75]
Grenada,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,51.53 [42.64-63.42]
Grenada,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,38.93 [30.81-50.69]
Guatemala,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,49.53 [43.37-55.55]
Guatemala,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,50.14 [43.51-56.64]
Guatemala,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,48.95 [43.04-54.83]
Guatemala,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,73.79 [64.61-82.75]
Guatemala,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,81.16 [70.43-91.69]
Guatemala,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,67.77 [59.58-75.9]
Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,127.3 [115.7-137.9]
Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,126.8 [113.9-138.9]
Guinea,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,127.8 [116.7-137.5]
Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,243.3 [221.1-263.6]
Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,249.4 [223.9-273.2]
Guinea,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,237.1 [216.7-255.2]
Guinea-Bissau,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,108.4 [98.48-117.7]
Guinea-Bissau,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,108.7 [97.72-118.9]
Guinea-Bissau,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,108.1 [98.71-117.1]
Guinea-Bissau,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,214.7 [195.1-233.1]
Guinea-Bissau,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,224.5 [201.9-245.7]
Guinea-Bissau,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,205.9 [188.1-223.1]
Guyana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,75.54 [61.95-89.54]
Guyana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,79.05 [65.26-94.54]
Guyana,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,71.98 [58.37-86.29]
Guyana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,107.8 [88.45-127.8]
Guyana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,117.3 [96.81-140.2]
Guyana,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,98.38 [79.78-117.9]
Haiti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,127.3 [117.6-136.8]
Haiti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,128.8 [117.4-139.7]
Haiti,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,125.8 [116.1-135.3]
Haiti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,184.3 [170.3-198]
Haiti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,197.5 [180-214.2]
Haiti,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,172.4 [159.1-185.4]
Honduras,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,39.43 [33.26-45.59]
Honduras,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,44.89 [37.83-51.82]
Honduras,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,34.02 [28.48-39.34]
Honduras,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,60.66 [51.17-70.13]
Honduras,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,75.58 [63.69-87.23]
Honduras,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,47.81 [40.02-55.29]
Hungary,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,82.69 [64.01-101.5]
Hungary,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,86.87 [70.66-103.2]
Hungary,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,78.9 [57.55-101.9]
Hungary,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,38.83 [30.06-47.68]
Hungary,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,53.27 [43.33-63.26]
Hungary,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,28.42 [20.73-36.71]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.85 [10.96-24.95]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,17.92 [12.04-25.36]
Iceland,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.78 [9.78-24.07]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.67 [5.64-12.84]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.59 [7.11-14.98]
Iceland,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.95 [4.31-10.6]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,140.8 [120.7-158.3]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,146.9 [125.1-167.2]
India,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,134.1 [115.4-150.9]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,184.3 [157.9-207.2]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,202.3 [172.2-230.2]
India,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,166 [142.8-186.8]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,80.76 [64.82-96.78]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,89.82 [70.97-108.1]
Indonesia,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,71.58 [57.01-85.51]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,112.4 [90.24-134.7]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,134 [105.9-161.3]
Indonesia,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,93.58 [74.53-111.8]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.03 [29.78-41.1]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,40 [34.18-46.9]
Iran (Islamic Republic of),Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,30 [25.3-35.4]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.87 [43.25-59.69]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.62 [47.53-65.21]
Iran (Islamic Republic of),Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,45.88 [38.69-54.13]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,35.34 [31.13-40.73]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,38.62 [34.23-44.52]
Iraq,Total,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.97 [27.76-37.12]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,75.1 [66.15-86.56]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,87.98 [77.98-101.4]
Iraq,Total,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,64.02 [55.58-74.32]
