Country,Indicator,Year,Gender,Value
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.83 [2.61-14.04]
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.5 [2.89-16.45]
Cuba,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.35 [2.38-12.6]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.11 [2.8-10.18]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.31 [3.35-12.17]
Cyprus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.91 [2.25-8.18]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.46 [1.59-5.77]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5 [2.29-8.33]
Cyprus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.3 [1.06-3.83]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.52 [3.05-10.91]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.85 [3.67-13.29]
Czechia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.22 [2.44-8.84]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3 [1.4-5.03]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.43 [2.07-7.5]
Czechia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.97 [0.92-3.34]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,71.77 [54.15-85.92]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,64.33 [35.52-85.58]
Democratic People's Republic of Korea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,78.89 [62.4-91.07]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,65.92 [49.74-78.91]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,88.68 [48.96-118]
Democratic People's Republic of Korea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,54.26 [42.92-62.63]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.62 [5.2-7.71]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.19 [2.91-6.77]
Democratic Republic of the Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.04 [6.5-9.15]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,18.92 [14.85-22.04]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16.5 [9.23-21.5]
Democratic Republic of the Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,20.8 [16.81-23.67]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.14 [2.83-14.97]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.8 [2.71-14.34]
Denmark,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.48 [2.95-15.59]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.39 [1.18-6.24]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.79 [1.32-6.96]
Denmark,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.1 [1.08-5.71]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.47 [4.55-7.83]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.81 [4.44-10.19]
Djibouti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.12 [4.11-5.85]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,13.04 [9.18-15.77]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.2 [9.78-22.44]
Djibouti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.55 [7.66-10.91]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.35 [1.35-3.54]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.47 [1.2-3.89]
Dominican Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.24 [1.29-3.29]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.61 [1.49-3.93]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.92 [1.42-4.6]
Dominican Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.34 [1.34-3.43]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.62 [1.7-5.95]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.94 [1.83-6.5]
Ecuador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.3 [1.54-5.54]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.94 [1.86-6.48]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.83 [2.25-7.98]
Ecuador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.22 [1.51-5.41]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.66 [4.39-9.58]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.82 [5.15-11.16]
Egypt,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.47 [3.59-8.09]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.62 [7.01-15.29]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.26 [9.4-20.37]
Egypt,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.79 [5.11-11.51]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.53 [2.8-6.57]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.44 [2.47-6.82]
El Salvador,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.61 [2.87-6.58]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.28 [2.65-6.22]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.62 [2.57-7.1]
El Salvador,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.03 [2.51-5.75]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.54 [4.61-8.26]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.18 [3.04-7.13]
Equatorial Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.22 [5.87-10.21]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,17.94 [12.63-22.64]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,16 [9.37-21.99]
Equatorial Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.92 [14.24-24.73]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.36 [6.07-10.14]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.79 [5.77-12.87]
Eritrea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.92 [5.54-8]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.57 [14.22-23.76]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,25.51 [15.03-33.54]
Eritrea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,14.8 [11.86-17.1]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.69 [0.77-6]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.88 [1.03-9.02]
Estonia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.64 [0.46-3.58]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.1 [0.32-2.45]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.26 [0.6-5.26]
Estonia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.49 [0.14-1.07]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.72 [5.79-11.43]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.32 [5.08-15.19]
Eswatini,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.22 [5.18-8.88]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.62 [15.68-30.93]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,35.21 [17.34-51.83]
Eswatini,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,16.48 [11.81-20.27]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.02 [4.4-7.18]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.49 [3.6-8.51]
Ethiopia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.56 [4.51-6.31]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,14.69 [10.74-17.52]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.04 [9.47-22.36]
Ethiopia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.66 [10.27-14.36]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.89 [3.98-9.43]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.27 [3.37-12.67]
Fiji,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.47 [3.59-7.08]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.21 [6.47-15.34]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,14.99 [6.11-22.97]
Fiji,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8.22 [5.4-10.63]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.31 [0.19-3.16]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.8 [0.26-4.32]
Finland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,0.85 [0.12-2.03]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.52 [0.074-1.24]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.83 [0.12-2]
Finland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.29 [0.042-0.7]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4 [1.53-7.14]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.6 [1.76-8.21]
France,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.42 [1.31-6.11]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.37 [0.53-2.46]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.97 [0.75-3.52]
France,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.93 [0.36-1.66]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.41 [2.86-6.29]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.84 [2.31-5.82]
Gabon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.01 [3.29-7.18]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.82 [5.07-11.17]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,7.86 [4.73-11.91]
Gabon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.84 [5.15-11.23]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.3 [4.64-7.45]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.13 [3.33-8.05]
Gambia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.47 [5.23-7.37]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,22.05 [16.26-26.07]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.85 [11.87-28.72]
Gambia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.36 [18.07-25.47]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,15.54 [9.27-22.3]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.85 [8.53-26.78]
Georgia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,14.35 [8.41-20.47]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.29 [4.94-11.89]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,11.72 [5.93-18.62]
Georgia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.98 [3.5-8.53]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.51 [2.88-13.42]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.17 [3.13-14.58]
Germany,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.88 [2.64-12.28]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.59 [0.99-4.63]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.35 [1.28-5.98]
Germany,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.02 [0.78-3.61]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.92 [4.48-7.09]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.4 [2.94-7.22]
Ghana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.44 [5.12-7.47]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,14.32 [10.83-17.15]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,15.38 [8.37-20.55]
Ghana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,13.81 [10.99-16.01]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.91 [4.99-26.76]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.31 [5.11-27.02]
Greece,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.53 [4.82-27.01]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.6 [1.51-8.08]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.45 [1.85-9.78]
Greece,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.93 [1.22-6.85]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.82 [1.56-4.34]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.72 [1.48-4.25]
Grenada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.93 [1.63-4.53]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.92 [1.62-4.49]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.45 [1.88-5.39]
Grenada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.51 [1.39-3.87]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.22 [3.72-6.57]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.1 [2.68-7.17]
Guatemala,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.34 [4-6.38]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,8.57 [6.11-10.78]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.28 [4.87-13.05]
Guatemala,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,8 [5.99-9.56]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.69 [6.38-10.35]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.94 [4.08-10.67]
Guinea,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.44 [7.53-10.78]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,23.42 [17.21-27.91]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,23.6 [12.12-31.71]
Guinea,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,23.38 [18.63-26.68]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.8 [5.04-8.06]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.39 [3.4-8.47]
Guinea-Bissau,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.19 [5.79-8.18]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,20.25 [15.03-24.02]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.94 [11.7-29.12]
Guinea-Bissau,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.03 [15.32-21.64]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.01 [3.79-8.22]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.03 [3.73-10.36]
Guyana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.97 [3.37-6.57]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.77 [6.17-13.36]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.28 [6.51-18.09]
Guyana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.61 [5.16-10.04]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.2 [6.18-11.28]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.12 [4.95-13.86]
Haiti,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.29 [6.52-9.53]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,15.45 [10.39-18.96]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.2 [9.38-26.29]
Haiti,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.57 [9.89-14.46]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.63 [4.82-8.36]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.82 [2.43-6.92]
Honduras,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.43 [6.16-10.39]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.99 [7.98-13.84]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,9.06 [4.56-12.99]
Honduras,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.55 [9.17-15.47]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.51 [4.17-16.08]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.1 [4.87-18.78]
Hungary,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.07 [3.53-13.64]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.52 [1.98-7.64]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.72 [2.94-11.36]
Hungary,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.18 [1.39-5.38]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.53 [0.52-5.57]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.28 [0.47-5.02]
Iceland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.78 [0.57-6.12]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.3 [0.27-2.86]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.32 [0.27-2.92]
Iceland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.27 [0.26-2.8]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.82 [28.07-44.97]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,35.54 [23.16-46]
India,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.19 [30.71-45.24]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,52.98 [40.4-64.71]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,55.31 [36.05-71.6]
India,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,50.67 [40.75-60.03]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.23 [5.51-12.45]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,11.62 [5.58-17.14]
Indonesia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.81 [4.71-8.74]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,14.89 [8.88-20.07]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,21.48 [10.31-31.69]
Indonesia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.86 [6.81-12.64]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.42 [2.01-5]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.15 [2.39-6.13]
Iran (Islamic Republic of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.67 [1.58-3.91]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.19 [3.05-7.6]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.05 [3.47-8.92]
Iran (Islamic Republic of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.25 [2.51-6.22]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.73 [1.1-2.41]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.68 [1.06-2.35]
Iraq,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.79 [1.14-2.47]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.62 [2.93-6.43]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.31 [3.33-7.41]
Iraq,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.13 [2.64-5.7]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.95 [1.13-7.69]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.04 [1.16-7.86]
Ireland,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.87 [1.11-7.52]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.24 [0.64-4.35]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.64 [0.75-5.13]
Ireland,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [0.55-3.76]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.94 [1.92-6.45]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.36 [2.13-7.14]
Israel,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.53 [1.72-5.78]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.53 [1.24-4.15]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.37 [1.65-5.52]
Israel,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.87 [0.92-3.07]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.26 [3.71-13.89]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.33 [4.19-15.7]
Italy,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.24 [3.25-12.18]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.26 [1.01-3.81]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.17 [1.42-5.33]
Italy,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.64 [0.74-2.76]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,3.67 [1.81-5.83]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.41 [2.46-8.91]
Jamaica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.94 [1.05-2.99]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.88 [1.42-4.57]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.69 [2.13-7.71]
Jamaica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.35 [0.73-2.08]
Japan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.21 [2.34-11.17]
